score,tier,action,reason,outreach,breakdown,permit_id,address,project_type,estimated_value,description,contractor_name,issue_date,category,work_type,source,city,актуальность,needs_email,email,contact_name,stage
61,Warm,Email this week,"commercial project, budget $503,400","Hi Seven Point Construction Inc,

We saw your project at 1400 S Colorado BLVD 150, Denver, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$503,400"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 61, ""final_score"": 61, ""clamped"": false}",2025-COMMCON-0001488,"1400 S Colorado BLVD 150, Denver, CO",Commercial,503400,Alteration/Tenant Finish — Virginia Village neighborhood,Seven Point Construction Inc,2025-10-01,commercial,Renovation,"Denver, CO",Denver,Medium,True,,,
61,Warm,Email this week,"commercial project, budget $500,000","Hi nan,

We saw your project at 4809.0 S COLLEGE AVE, Fort Collins, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$500,000"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 61, ""final_score"": 61, ""clamped"": false}",B2408588,"4809.0 S COLLEGE AVE, Fort Collins, CO",Commercial,500000,Commercial General Alteration — New installation of EV charging stations for Ken Garff (MA240110),,,commercial,Renovation,"Fort Collins, CO",Fort Collins,Unknown,True,,,
61,Warm,Email this week,"commercial project, budget $500,000","Hi nan,

We saw your project at 719.0 S LEMAY AVE, Fort Collins, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$500,000"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 61, ""final_score"": 61, ""clamped"": false}",B2502488,"719.0 S LEMAY AVE, Fort Collins, CO",Commercial,500000,Commercial General Alteration — Interior remodel for Wendy's to include renovations to existing dining room with new finishes and revised restroom lay,,,commercial,Renovation,"Fort Collins, CO",Fort Collins,Unknown,True,,,
61,Warm,Email this week,"commercial project, budget $500,000","Hi nan,

We saw your project at 3801.0 nan AUTOMATION WAY, Fort Collins, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$500,000"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 61, ""final_score"": 61, ""clamped"": false}",B2603450,"3801.0 nan AUTOMATION WAY, Fort Collins, CO",Commercial,500000,Commercial General Alteration — Tenant finish of 8814 sq ft for Soar Autism Center. Tenant fit-out renovations for a portion (less than 50%) of the bu,,,office,Renovation,"Fort Collins, CO",Fort Collins,Unknown,True,,,
61,Warm,Email this week,"commercial project, budget $500,000","Hi nan,

We saw your project at 250.0 E HARMONY RD, Fort Collins, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$500,000"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 61, ""final_score"": 61, ""clamped"": false}",B2603059,"250.0 E HARMONY RD, Fort Collins, CO",Commercial,500000,"Commercial General Alteration — Tenant finish interior improvement for smoothie cafe. new interior partitions, flooring in dining and bathroom. Existi",,,commercial,Renovation,"Fort Collins, CO",Fort Collins,Unknown,True,,,
61,Warm,Email this week,"commercial project, budget $500,000, retail/restaurant — facade cladding","Hi nan,

We noticed your upcoming project at 4503.0 nan JOHN F KENNEDY PKWY, Fort Collins, CO — Zement Stone could be a great fit. We supply manufactured stone veneer to retail and restaurant chains, with custom color matching for brand consistency and honest square footage so you only pay for what you need.

Can we send you a free sample kit?

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$500,000"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 61, ""final_score"": 61, ""clamped"": false}",B2502076,"4503.0 nan JOHN F KENNEDY PKWY, Fort Collins, CO",Commercial,500000,Commercial General Alteration — Installation of an interior grease trap at dairy cooler and installation of a 2500 gallon grease trap on the exterior ,,,retail,Renovation,"Fort Collins, CO",Fort Collins,Unknown,True,,,
61,Warm,Email this week,"commercial project, budget $560,261","Hi Schmitz Design Build Llc,

We saw your project at 12655 E 42nd AVE 50, Denver, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$560,261"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 61, ""final_score"": 61, ""clamped"": false}",2025-COMMCON-0002028,"12655 E 42nd AVE 50, Denver, CO",Commercial,560261,Alteration/Tenant Finish — Montbello neighborhood,Schmitz Design Build Llc,2025-10-27,commercial,Renovation,"Denver, CO",Denver,Medium,True,,,
61,Warm,Email this week,"commercial project, budget $500,000","Hi nan,

We saw your project at 2828.0 nan SILVERPLUME DR, Fort Collins, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$500,000"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 61, ""final_score"": 61, ""clamped"": false}",B2509659,"2828.0 nan SILVERPLUME DR, Fort Collins, CO",Commercial,500000,"Commercial General Alteration — Building L - Repair double fireplace chimney chase from foundation thru the roof that includes framing, sheathing, sid",,,commercial,Renovation,"Fort Collins, CO",Fort Collins,Unknown,True,,,
61,Warm,Email this week,"commercial project, budget $500,000","Hi nan,

We saw your project at 6322.0 S COLLEGE AVE, Fort Collins, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$500,000"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 61, ""final_score"": 61, ""clamped"": false}",B2504905,"6322.0 S COLLEGE AVE, Fort Collins, CO",Commercial,500000,Commercial General Alteration — Change of use from an auto repair shop to a hot tub sales/showroom. Scope of work includes a remodel to the existing r,,,commercial,Renovation,"Fort Collins, CO",Fort Collins,Unknown,True,,,
61,Warm,Email this week,"commercial project, budget $500,000","Hi nan,

We saw your project at 1935.0 nan WATERS EDGE ST, Fort Collins, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$500,000"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 61, ""final_score"": 61, ""clamped"": false}",B2601985,"1935.0 nan WATERS EDGE ST, Fort Collins, CO",Commercial,500000,"Commercial General Alteration — Like for like replacement of four windows. 0.28 U-Factor, 0.22 SHGC 
Jobsite Contact: Sam Eubanks 4062507507

City Sta",,,commercial,Renovation,"Fort Collins, CO",Fort Collins,Unknown,True,,,
61,Warm,Email this week,"commercial project, budget $500,000","Hi nan,

We saw your project at 313.0 N MELDRUM ST, Fort Collins, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$500,000"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 61, ""final_score"": 61, ""clamped"": false}",B2600330,"313.0 N MELDRUM ST, Fort Collins, CO",Commercial,500000,"Commercial General Alteration — Re-support roof structure, re-sheet, and re-roof. 
Jobsite contact: Don Weber 815-382-3930",,,commercial,Renovation,"Fort Collins, CO",Fort Collins,Unknown,True,,,
